Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Audi A4 2.0,Delhi,2010,59000,Diesel,Automatic,First,16.55,1968,140.0,5.0,1000000.0
Maruti Wagon R,Mumbai,2006,73000,Petrol,Manual,Second,18.9,998,67.1,5.0,105000.0
Hyundai Verna SX,Delhi,2013,51000,Diesel,Automatic,First,19.08,1582,126.32,5.0,564000.0
Mercedes-Benz GLC 220d,Coimbatore,2019,34000,Diesel,Automatic,First,17.9,2143,170.0,5.0,5097000.0
BMW 3 Series,Mumbai,2016,34000,Diesel,Automatic,First,21.76,1995,190.0,5.0,2995000.0
Honda Mobilio V,Mumbai,2014,73000,Diesel,Manual,Second,24.2,1498,98.6,7.0,484999.99999999994
Hyundai Creta 1.6,Hyderabad,2016,34000,Diesel,Automatic,First,17.01,1582,126.2,5.0,1450000.0
Honda City 1.5,Hyderabad,2011,71556,Petrol,Manual,First,17.0,1497,118.0,5.0,550000.0
Ford Fiesta 1.4,Bangalore,2011,73000,Diesel,Manual,First,17.8,1399,68.0,5.0,320000.0
Maruti Swift Dzire,Chennai,2016,73000,Diesel,Manual,First,26.59,1248,74.0,5.0,450000.0
Mercedes-Benz E-Class E250,Coimbatore,2015,73000,Diesel,Automatic,First,13.0,2143,204.0,5.0,3072000.0
Chevrolet Captiva LT,Jaipur,2009,73000,Diesel,Manual,First,11.5,1991,147.9,7.0,350000.0
Toyota Innova 2.5,Bangalore,2007,73000,Diesel,Manual,First,12.8,2494,102.0,7.0,699000.0
Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21,1493,100.0,7.0,345000.0
Honda City i,Kochi,2015,63818,Petrol,Manual,First,17.4,1497,117.3,5.0,657000.0
Audi A4 2.0,Kolkata,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5.0,1750000.0
Volkswagen Polo Diesel,Delhi,2013,73000,Diesel,Manual,First,22.07,1199,73.9,5.0,375000.0
Ford EcoSport 1.5,Pune,2017,34000,Petrol,Automatic,First,14.8,1497,121.36,5.0,999000.0
Toyota Innova 2.5,Kolkata,2012,73000,Diesel,Manual,First,12.99,2494,100.0,7.0,819999.9999999999
Honda City 1.5,Jaipur,2005,73000,Petrol,Manual,Third,13.0,1493,100.0,5.0,110000.00000000001
Maruti SX4 Green,Kochi,2015,61000,CNG,Manual,First,22.1,1586,85.7,5.0,389000.0
Maruti Alto 800,Chennai,2015,63714,Petrol,Manual,First,24.7,796,47.3,5.0,245000.00000000003
Mercedes-Benz M-Class ML,Pune,2009,53000,Diesel,Automatic,First,8.7,2987,224.34,5.0,1375000.0
Maruti Swift Dzire,Kolkata,2017,60000,Diesel,Manual,First,26.59,1248,74.0,5.0,300000.0
Maruti Vitara Brezza,Ahmedabad,2017,34000,Diesel,Manual,First,24.3,1248,88.5,5.0,925000.0
Volvo S60 D5,Mumbai,2013,34000,Diesel,Automatic,First,13.2,2400,215.0,5.0,1764999.9999999998
Toyota Fortuner 4x2,Delhi,2014,73000,Diesel,Automatic,First,12.55,2982,168.5,7.0,1825000.0
Hyundai i20 Sportz,Kochi,2013,67914,Diesel,Manual,First,23.0,1396,90.0,5.0,345000.0
Audi A4 35,Bangalore,2015,58970,Diesel,Automatic,First,17.11,1968,174.33,5.0,2375000.0
Nissan Terrano XV,Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461,108.5,5.0,545000.0
Maruti Celerio ZXI,Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998,67.04,5.0,525000.0
Maruti Esteem Vxi,Delhi,2005,69496,Petrol,Manual,First,15.9,1298,113.25,5.0,110000.00000000001
Hyundai i10 Sportz,Delhi,2012,62282,Petrol,Automatic,First,16.95,1197,78.9,5.0,290000.0
BMW 3 Series,Hyderabad,2010,73000,Diesel,Automatic,First,22.69,1995,190.0,5.0,1420000.0
Hyundai Grand i10,Kochi,2018,43698,Petrol,Manual,First,18.9,1197,82.0,5.0,580000.0
Hyundai Grand i10,Coimbatore,2017,34000,Petrol,Automatic,First,18.9,1197,82.0,5.0,722000.0
Hyundai Grand i10,Coimbatore,2016,34000,Petrol,Manual,First,18.9,1197,81.86,5.0,487000.0
Volkswagen Polo 1.2,Delhi,2013,63000,Petrol,Manual,First,16.47,1198,74.0,5.0,330000.0
Honda City ZX,Hyderabad,2007,73000,Petrol,Manual,Second,17.7,1497,78.0,5.0,300000.0
Mercedes-Benz GLA Class,Hyderabad,2014,34000,Diesel,Automatic,First,17.9,2143,136.0,5.0,2600000.0
Maruti Omni 8,Hyderabad,2017,34000,Petrol,Manual,First,14.0,796,35.0,5.0,290000.0
Hyundai Verna 1.6,Bangalore,2014,45000,Petrol,Automatic,First,15.74,1591,121.3,5.0,750000.0
Maruti Alto 800,Hyderabad,2015,34000,Petrol,Manual,First,22.74,796,47.3,5.0,236000.0
Maruti Vitara Brezza,Coimbatore,2017,34000,Diesel,Manual,First,24.3,1248,88.5,5.0,1139000.0
Mahindra XUV500 W8,Kochi,2013,73000,Diesel,Manual,First,15.1,2179,140.0,7.0,702000.0
Maruti Vitara Brezza,Delhi,2016,35299,Diesel,Manual,First,24.3,1248,88.5,5.0,800000.0
Hyundai i20 1.2,Kochi,2017,51612,Petrol,Manual,First,18.6,1197,81.83,5.0,711000.0
Mercedes-Benz E-Class 250,Mumbai,1998,55300,Diesel,Automatic,First,10.0,1796,157.7,5.0,390000.0
Maruti Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,19.7,796,46.3,5.0,215000.0
Honda Amaze S,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198,86.7,5.0,325000.0
Land Rover Range,Kochi,2015,38467,Diesel,Automatic,First,12.65,2993,255.0,5.0,7066000.0
Hyundai Grand i10,Mumbai,2013,71904,Diesel,Manual,First,24.0,1120,70.0,5.0,461000.00000000006
Honda Civic 2006-2010,Mumbai,2008,73000,Petrol,Manual,First,13.5,1799,130.0,5.0,235000.0
Hyundai Grand i10,Chennai,2014,34000,Diesel,Manual,Second,24.0,1120,70.0,5.0,405000.0
Maruti 800 AC,Jaipur,2009,34000,Petrol,Manual,Second,16.1,796,37.0,4.0,80000.0
Toyota Etios Liva,Hyderabad,2014,59589,Diesel,Manual,First,23.59,1364,67.1,5.0,560000.0
Hyundai i20 Magna,Delhi,2015,44000,Diesel,Manual,First,22.54,1396,88.73,5.0,535000.0
Maruti Alto K10,Mumbai,2017,34000,Petrol,Manual,First,24.07,998,67.1,5.0,325000.0
BMW X1 sDrive20d,Pune,2012,66000,Diesel,Automatic,Second,17.05,1995,184.0,5.0,1150000.0
Maruti Celerio VXI,Pune,2016,38009,Petrol,Automatic,First,23.1,998,67.04,5.0,425000.0
Skoda Superb Elegance,Mumbai,2009,35000,Petrol,Automatic,Second,13.7,1798,157.75,5.0,445000.0
Mahindra Xylo E4,Pune,2009,70000,Diesel,Manual,First,14.0,2498,112.0,7.0,285000.0
Mahindra XUV500 W8,Delhi,2014,73000,Diesel,Manual,First,15.1,2179,140.0,7.0,785000.0
Maruti Swift Dzire,Pune,2016,34000,Petrol,Manual,First,19.1,1197,85.8,5.0,530000.0
Ford Ecosport 1.0,Mumbai,2017,34000,Petrol,Manual,First,18.88,999,123.24,5.0,800000.0
Toyota Corolla Altis,Coimbatore,2014,69918,Diesel,Manual,First,21.43,1364,87.2,5.0,943000.0
Hyundai i20 2015-2017,Pune,2012,39000,Petrol,Manual,First,18.5,1197,80.0,5.0,275000.0
Renault Captur 1.5,Mumbai,2018,34000,Diesel,Manual,First,20.37,1461,108.45,5.0,1350000.0
Mercedes-Benz E-Class 280,Hyderabad,2009,73000,Diesel,Automatic,First,11.0,2987,198.5,5.0,999000.0
Maruti Baleno RS,Chennai,2017,46663,Petrol,Manual,First,21.1,998,100.0,5.0,695000.0
Nissan Sunny 2011-2014,Chennai,2015,34000,Petrol,Automatic,First,17.97,1498,99.6,5.0,675000.0
Hyundai Grand i10,Chennai,2015,34000,Petrol,Automatic,First,18.9,1197,82.0,5.0,550000.0
Maruti Ciaz Zeta,Kochi,2018,34000,Petrol,Manual,First,21.56,1462,103.25,5.0,918000.0
Hyundai Xcent 1.2,Jaipur,2014,34000,Petrol,Manual,First,19.1,1197,82.0,5.0,415000.00000000006
Hyundai Verna 1.6,Ahmedabad,2012,52000,Diesel,Manual,First,22.32,1582,126.32,5.0,650000.0
Maruti Wagon R,Kochi,2015,49818,Petrol,Manual,First,21.5,1197,81.8,5.0,411000.00000000006
Hyundai Verna CRDi,Hyderabad,2008,73000,Diesel,Manual,Second,16.8,1493,110.0,5.0,225000.0
Toyota Etios Liva,Kochi,2015,52207,Petrol,Manual,First,17.71,1197,78.9,5.0,455999.99999999994
Mahindra Xylo E4,Pune,2013,73000,Diesel,Manual,First,11.68,2498,112.0,7.0,400000.0
Toyota Etios Liva,Coimbatore,2015,49894,Diesel,Manual,First,23.59,1364,67.06,5.0,527000.0
Mahindra Thar DI,Kochi,2019,34000,Diesel,Manual,First,18.06,2523,63.0,7.0,911000.0
Nissan X-Trail SLX,Pune,2010,73000,Diesel,Manual,Second,14.42,1995,147.6,5.0,620000.0
Toyota Innova Crysta,Kochi,2017,34000,Diesel,Automatic,First,11.36,2755,171.5,7.0,1997000.0
Hyundai Creta 1.4,Delhi,2016,42784,Diesel,Manual,First,21.38,1396,88.7,5.0,1017000.0
Maruti Swift VDI,Pune,2014,73000,Diesel,Manual,First,28.4,1248,74.0,5.0,450000.0
Hyundai Verna 1.6,Kochi,2019,34000,Diesel,Manual,First,23.9,1582,126.2,5.0,1428000.0
Maruti Alto LXi,Kochi,2012,34000,Petrol,Manual,Second,19.7,796,46.3,5.0,247000.00000000003
Maruti S Cross,Ahmedabad,2016,58000,Diesel,Manual,First,23.65,1248,88.5,5.0,790000.0
Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.1,814,55.2,5.0,229999.99999999997
Nissan Terrano XL,Hyderabad,2013,63220,Petrol,Manual,First,13.24,1598,102.5,5.0,650000.0
Hyundai EON Era,Hyderabad,2016,34000,Petrol,Manual,First,21.1,814,55.2,5.0,325000.0
Tata Zest Quadrajet,Bangalore,2017,34000,Diesel,Manual,First,20.65,1248,88.7,5.0,585000.0
Mercedes-Benz E-Class 2009-2013,Hyderabad,2014,53000,Diesel,Automatic,Second,14.21,2143,203.0,5.0,2900000.0
Audi Q5 2.0,Coimbatore,2014,73000,Diesel,Automatic,Second,14.16,1968,174.3,5.0,2571000.0
Ford Fiesta 1.6,Chennai,2008,73000,Petrol,Manual,Second,15.3,1596,101.0,5.0,185000.0
BMW 3 Series,Mumbai,2015,56000,Diesel,Automatic,First,18.88,1995,184.0,5.0,2275000.0
Maruti Baleno RS,Kochi,2018,34000,Petrol,Manual,First,21.1,998,100.0,5.0,832000.0
Mercedes-Benz E-Class 2009-2013,Delhi,2014,34000,Diesel,Automatic,First,14.21,2143,203.0,5.0,2600000.0
Ford Endeavour Hurricane,Mumbai,2012,73000,Diesel,Automatic,First,12.8,2953,113.25,5.0,700000.0
Hyundai i10 Sportz,Hyderabad,2013,59000,Petrol,Manual,First,20.36,1197,78.9,5.0,345000.0
Hyundai Grand i10,Mumbai,2017,34000,Petrol,Manual,First,18.9,1197,82.0,5.0,515000.00000000006
Honda Brio S,Kochi,2014,73000,Petrol,Manual,First,19.4,1198,86.8,5.0,351000.0
Hyundai i20 Magna,Kolkata,2015,45000,Diesel,Manual,First,21.9,1396,88.76,5.0,345000.0
Volkswagen Polo Petrol,Pune,2013,57000,Petrol,Manual,First,16.47,1198,73.9,5.0,375000.0
Honda City 1.5,Pune,2001,73000,Petrol,Manual,Second,13.0,1493,100.0,5.0,145000.0
Skoda Octavia Ambiente,Delhi,2008,73000,Diesel,Manual,First,18.7,1896,66.0,5.0,220000.00000000003
Ford Endeavour 2.5L,Hyderabad,2010,73000,Diesel,Manual,First,13.1,2499,141.0,7.0,799000.0
Chevrolet Cruze LTZ,Bangalore,2013,62000,Diesel,Manual,Second,18.3,1991,147.9,5.0,675000.0
Honda CR-V AT,Kolkata,2013,34000,Petrol,Automatic,First,14.0,1621,113.25,5.0,1199000.0
Honda Mobilio V,Kolkata,2014,45000,Diesel,Manual,First,24.2,1498,98.6,7.0,500000.0
Maruti Ertiga VDI,Pune,2012,73000,Diesel,Manual,Second,20.77,1248,88.76,7.0,590000.0
Hyundai Grand i10,Mumbai,2013,34000,Petrol,Manual,First,18.9,1197,82.0,5.0,375000.0
Jaguar XF 3.0,Mumbai,2014,34000,Diesel,Automatic,First,14.74,2993,270.9,5.0,2950000.0
Honda Amaze VX,Chennai,2014,48000,Petrol,Manual,First,18.0,1198,86.7,5.0,475000.0
Audi A6 2.7,Pune,2011,73000,Diesel,Automatic,First,12.4,2698,179.5,5.0,1150000.0
Hyundai i20 1.2,Chennai,2017,34000,Petrol,Manual,First,18.6,1197,81.83,5.0,695000.0
Volkswagen Ameo 1.2,Mumbai,2016,34000,Petrol,Manual,First,17.0,1198,73.75,5.0,540000.0
Renault Fluence 2.0,Jaipur,2011,63000,Petrol,Automatic,First,13.4,1997,135.1,5.0,475000.0
Maruti Alto K10,Chennai,2011,34000,Petrol,Manual,First,24.07,998,67.1,5.0,215000.0
Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.7,796,46.3,5.0,90000.0
Maruti Wagon R,Kolkata,2016,34000,Petrol,Manual,First,20.51,998,67.04,5.0,350000.0
Fiat Linea 1.3,Kochi,2016,56628,Diesel,Manual,First,20.4,1248,92.0,5.0,585000.0
Maruti Swift Dzire,Pune,2010,73000,Diesel,Manual,First,19.3,1248,73.9,5.0,315000.0
Renault Scala Diesel,Pune,2016,52126,Diesel,Manual,First,21.64,1461,84.8,5.0,600000.0
Hyundai i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,18.5,1197,80.0,5.0,223000.0
Hyundai Xcent 1.2,Bangalore,2016,50000,Petrol,Manual,First,19.1,1197,82.0,5.0,250000.0
Maruti Wagon R,Kochi,2015,50230,Petrol,Manual,First,18.9,998,67.1,5.0,387000.0
Mahindra XUV500 W8,Ahmedabad,2014,34000,Diesel,Manual,First,15.1,2179,140.0,7.0,950000.0
Toyota Fortuner 4x2,Delhi,2014,73000,Diesel,Automatic,First,12.55,2982,168.5,7.0,1775000.0
Renault Duster 110PS,Delhi,2012,73000,Diesel,Manual,First,19.64,1461,108.45,5.0,375000.0
Hyundai Santro Xing,Chennai,2010,73000,Petrol,Manual,Second,17.92,1086,62.1,5.0,150000.0
Hyundai Verna 1.6,Pune,2013,41500,Petrol,Manual,Second,17.01,1591,121.3,5.0,500000.0
BMW X1 sDrive,Pune,2014,54385,Diesel,Automatic,Second,15.06,1995,177.0,5.0,1700000.0
Honda Civic 2006-2010,Kochi,2011,56361,Petrol,Automatic,First,12.9,1799,130.0,5.0,438000.0
Audi A6 35,Delhi,2018,34000,Petrol,Automatic,First,15.26,1798,187.74,5.0,4150000.0
Maruti Wagon R,Kolkata,2017,34000,Petrol,Manual,First,20.51,998,67.04,5.0,300000.0
Maruti Vitara Brezza,Coimbatore,2018,34000,Diesel,Manual,First,24.3,1248,88.5,5.0,1100000.0
Land Rover Discovery,Pune,2012,73000,Diesel,Automatic,Second,11.8,2720,190.0,7.0,1400000.0
Maruti Dzire New,Pune,2016,34000,Diesel,Automatic,First,26.59,1248,74.0,5.0,765000.0
Hyundai Verna VTVT,Kolkata,2018,34000,Petrol,Manual,First,17.0,1591,121.3,5.0,869999.9999999999
Maruti Ertiga ZDI,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248,88.5,7.0,990000.0
Hyundai Accent GLE,Mumbai,2010,34000,Petrol,Manual,First,13.2,1495,94.0,5.0,204999.99999999997
Hyundai i20 1.2,Kolkata,2016,34000,Petrol,Manual,First,17.0,1197,80.0,5.0,525000.0
Hyundai Verna VTVT,Kochi,2012,34000,Petrol,Manual,First,17.0,1591,121.3,5.0,577000.0
Maruti Alto LX,Hyderabad,2010,73000,Petrol,Manual,First,19.7,796,46.3,5.0,195000.0
Mahindra Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05,2179,120.0,8.0,745000.0
Maruti Wagon R,Delhi,2012,68347,Petrol,Manual,First,18.9,998,67.1,5.0,260000.0
Hyundai i20 1.2,Ahmedabad,2011,72000,Petrol,Manual,Second,17.0,1197,80.0,5.0,325000.0
Maruti Ritz VDi,Hyderabad,2010,73000,Diesel,Manual,First,21.1,1248,73.9,5.0,385000.0
Renault Koleos 2.0,Delhi,2013,65000,Diesel,Automatic,Second,13.73,1995,148.0,5.0,750000.0
BMW 3 Series,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995,190.0,5.0,1150000.0
Honda Brio V,Pune,2013,50000,Petrol,Manual,First,19.4,1198,86.8,5.0,325000.0
Hyundai Sonata GOLD,Chennai,2003,44200,Petrol,Manual,Second,11.7,1997,134.0,5.0,150000.0
Maruti Swift Dzire,Jaipur,2014,65000,Diesel,Manual,First,19.3,1248,73.9,5.0,531000.0
Mahindra XUV500 W8,Hyderabad,2013,49000,Diesel,Manual,First,16.0,2179,140.0,7.0,900000.0
Hyundai i10 Sportz,Kolkata,2016,34000,Petrol,Manual,First,19.81,1086,68.05,5.0,359000.0
Maruti Ciaz ZXi,Kochi,2016,43152,Petrol,Manual,First,20.73,1373,91.1,5.0,735000.0
Toyota Innova 2.5,Pune,2013,73000,Diesel,Manual,First,12.8,2494,102.0,8.0,1200000.0
Hyundai Grand i10,Coimbatore,2017,34000,Petrol,Manual,First,18.9,1197,82.0,5.0,602000.0
Chevrolet Optra Magnum,Coimbatore,2008,73000,Diesel,Manual,First,16.52,1991,123.7,5.0,256999.99999999997
Mahindra Ssangyong Rexton,Pune,2013,57000,Diesel,Manual,First,12.83,2696,162.0,7.0,1245000.0
Mahindra XUV500 W8,Coimbatore,2015,39335,Diesel,Manual,First,15.1,2179,140.0,7.0,1263000.0
Honda City i,Bangalore,2014,62000,Petrol,Manual,Second,17.4,1497,117.3,5.0,775000.0
Ford Ecosport 1.5,Delhi,2014,60000,Diesel,Manual,First,22.7,1498,89.84,5.0,550000.0
Hyundai i20 Sportz,Kolkata,2015,35000,Petrol,Manual,First,18.6,1197,81.83,5.0,443000.0
Mercedes-Benz CLA 200,Kochi,2016,34000,Diesel,Automatic,First,17.9,2143,136.0,5.0,2451000.0
Hyundai EON Magna,Ahmedabad,2014,47000,Petrol,Manual,First,22.0,814,55.0,5.0,265000.0
Maruti Alto 800,Delhi,2012,65537,CNG,Manual,Second,18.0,796,40.3,4.0,210000.0
Toyota Etios G,Delhi,2011,36000,Petrol,Manual,First,17.6,1496,88.7,5.0,320000.0
Maruti Swift Dzire,Chennai,2016,73000,Diesel,Manual,First,23.4,1248,74.0,5.0,425000.0
Maruti Alto LXi,Kolkata,2008,38000,Petrol,Manual,First,19.7,796,46.3,5.0,110000.00000000001
Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.1,998,67.04,5.0,430000.0
Ford Ecosport 1.5,Hyderabad,2015,45000,Diesel,Manual,First,22.7,1498,89.84,5.0,890000.0
Nissan Terrano XV,Jaipur,2015,73000,Diesel,Manual,First,19.01,1461,108.5,5.0,650000.0
Honda Accord VTi-L,Delhi,2009,65462,Petrol,Automatic,Third,11.1,2354,142.0,5.0,350000.0
Maruti Swift Ldi,Hyderabad,2008,73000,Diesel,Manual,First,17.8,1248,75.0,5.0,425000.0
Mahindra XUV500 AT,Kochi,2018,34000,Diesel,Automatic,First,16.0,2179,140.0,7.0,1646000.0
Honda Jazz 1.2,Mumbai,2016,34000,Petrol,Manual,First,18.7,1199,88.7,5.0,595000.0
Honda City i,Mumbai,2015,34000,Petrol,Manual,First,17.8,1497,117.3,5.0,710000.0
Fiat Grande Punto,Kolkata,2011,34000,Petrol,Manual,Second,15.7,1172,67.0,5.0,125000.0
Maruti Estilo LXI,Kolkata,2010,40000,Petrol,Manual,Second,19.5,1061,113.25,5.0,250000.0
Maruti Ertiga ZXI,Pune,2013,73000,Petrol,Manual,First,16.02,1373,93.7,7.0,550000.0
Nissan Micra XL,Chennai,2013,34000,Petrol,Manual,First,18.44,1198,75.0,5.0,325000.0
Honda City 1.5,Hyderabad,2010,34000,Petrol,Manual,First,17.0,1497,118.0,5.0,500000.0
Toyota Etios VX,Coimbatore,2016,34000,Petrol,Manual,First,16.78,1496,88.73,5.0,658000.0
BMW 3 Series,Mumbai,2013,38000,Diesel,Automatic,First,18.88,1995,184.0,5.0,1950000.0
Honda Jazz 1.2,Kochi,2017,41981,Petrol,Manual,First,18.7,1199,88.7,5.0,614000.0
Maruti Dzire VDI,Jaipur,2013,73000,Diesel,Manual,First,28.4,1248,73.75,5.0,495000.0
Skoda Rapid 1.6,Hyderabad,2013,71803,Diesel,Manual,First,20.5,1598,103.5,5.0,575000.0
Mahindra XUV500 W6,Kolkata,2013,73000,Diesel,Manual,First,15.1,2179,140.0,7.0,660000.0
Hyundai Grand i10,Coimbatore,2015,69053,Petrol,Automatic,First,18.9,1197,82.0,5.0,572000.0
Honda City 1.5,Delhi,2009,73000,Petrol,Manual,Second,17.0,1497,118.0,5.0,260000.0
Toyota Innova 2.5,Hyderabad,2010,73000,Diesel,Manual,Second,12.8,2494,102.0,7.0,650000.0
Mahindra XUV500 W8,Pune,2011,73000,Diesel,Manual,Second,15.1,2179,140.0,7.0,610000.0
Maruti Swift Dzire,Hyderabad,2010,73000,Diesel,Manual,First,19.3,1248,73.9,5.0,385000.0
Volkswagen Vento Petrol,Pune,2013,65000,Petrol,Manual,Second,15.04,1598,103.6,5.0,450000.0
Toyota Etios GD,Coimbatore,2013,46496,Diesel,Manual,First,23.59,1364,113.25,5.0,530000.0
Audi A4 2.0,Bangalore,2013,73000,Diesel,Automatic,Second,16.55,1968,147.51,5.0,1825000.0
Maruti Ertiga LXI,Ahmedabad,2012,34000,Petrol,Manual,First,16.02,1373,93.7,7.0,575000.0
Toyota Corolla Altis,Mumbai,2010,63000,CNG,Manual,Second,14.53,1798,138.0,5.0,335000.0
Maruti 800 AC,Jaipur,2010,70000,Petrol,Manual,Second,16.1,796,37.0,4.0,90000.0
Honda City 1.5,Hyderabad,2011,66276,Petrol,Manual,First,17.0,1497,118.0,5.0,550000.0
Maruti Swift Dzire,Kolkata,2014,45000,Petrol,Manual,First,19.1,1197,85.8,5.0,399000.0
Toyota Camry Hybrid,Delhi,2014,67000,Petrol,Automatic,First,19.16,2494,158.2,5.0,1875000.0
Hyundai Grand i10,Kolkata,2014,43068,Diesel,Manual,First,24.0,1120,70.0,5.0,350000.0
Toyota Innova Crysta,Chennai,2016,40000,Diesel,Automatic,First,11.36,2755,171.5,8.0,1645000.0
Hyundai i10 Magna,Coimbatore,2011,50436,Petrol,Manual,First,20.36,1197,78.9,5.0,365000.0
Hyundai Grand i10,Bangalore,2014,34000,Petrol,Automatic,First,18.9,1197,82.0,5.0,540000.0
Maruti Baleno Alpha,Mumbai,2018,34000,Diesel,Manual,First,27.39,1248,74.0,5.0,869999.9999999999
Skoda Superb Style,Mumbai,2016,34000,Petrol,Automatic,First,14.67,1798,177.46,5.0,2075000.0
Mercedes-Benz New C-Class,Hyderabad,2010,68782,Diesel,Automatic,First,14.84,2143,170.0,5.0,1250000.0
Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,21.1,1248,73.9,5.0,189000.0
Maruti Swift Dzire,Kolkata,2015,73000,Diesel,Manual,First,23.4,1248,74.0,5.0,400000.0
Honda Civic 2010-2013,Mumbai,2012,47000,Petrol,Manual,First,14.8,1799,130.2,5.0,395000.0
Maruti Ertiga SHVS,Hyderabad,2015,73000,Diesel,Manual,First,24.52,1248,88.5,7.0,785000.0
Hyundai Elantra CRDi,Kolkata,2014,45000,Diesel,Manual,First,22.7,1582,126.24,5.0,700000.0
Toyota Fortuner 4x2,Hyderabad,2016,55547,Diesel,Automatic,First,12.55,2982,168.5,7.0,2499000.0
Volkswagen Polo GT,Delhi,2013,69000,Petrol,Automatic,First,17.21,1197,103.6,5.0,450000.0
Skoda Octavia Classic,Pune,2005,73000,Diesel,Manual,Third,18.7,1896,66.0,5.0,125000.0
Volkswagen Polo 1.5,Delhi,2014,34000,Diesel,Manual,First,20.14,1498,88.8,5.0,395000.0
Hyundai Santro Xing,Pune,2012,73000,Petrol,Manual,Second,17.92,1086,62.1,5.0,160000.0
Hyundai Accent GLE,Hyderabad,2004,73000,Petrol,Manual,First,13.2,1495,94.0,5.0,60000.0
Hyundai EON D,Coimbatore,2014,45407,Petrol,Manual,Second,21.1,814,55.2,5.0,339000.0
Toyota Innova 2.5,Hyderabad,2011,73000,Diesel,Manual,First,12.8,2494,102.0,7.0,980000.0000000001
Maruti Ignis 1.3,Mumbai,2017,34000,Diesel,Manual,First,26.8,1248,74.0,5.0,591000.0
Maruti Ciaz Alpha,Mumbai,2017,34000,Petrol,Manual,First,21.56,1462,103.25,5.0,825000.0
Maruti Swift Dzire,Mumbai,2012,34000,Petrol,Manual,First,17.5,1298,85.8,5.0,375000.0
Honda City i,Hyderabad,2017,34000,Petrol,Automatic,First,18.0,1497,117.3,5.0,1250000.0
Maruti Swift VDI,Bangalore,2015,62588,Diesel,Manual,First,17.8,1248,113.25,5.0,595000.0
Honda Brio S,Delhi,2015,44328,Petrol,Manual,First,19.4,1198,86.8,5.0,380000.0
Toyota Etios Liva,Delhi,2014,63000,Diesel,Manual,First,23.59,1364,67.04,5.0,434999.99999999994
Volvo XC60 D5,Hyderabad,2015,73000,Diesel,Automatic,First,13.5,2400,215.0,5.0,3250000.0
Tata Indigo CS,Kolkata,2015,73000,Petrol,Manual,First,15.64,1193,64.08,5.0,300000.0
Toyota Innova Crysta,Pune,2016,50296,Diesel,Automatic,Second,11.36,2755,171.5,7.0,1900000.0
Volkswagen Vento Diesel,Pune,2013,73000,Diesel,Manual,First,20.54,1598,103.6,5.0,500000.0
Ford Ecosport 1.5,Pune,2014,72100,Diesel,Manual,First,22.7,1498,89.84,5.0,545000.0
Maruti Wagon R,Mumbai,2010,34000,Petrol,Manual,First,18.9,998,67.1,5.0,270000.0
Mercedes-Benz S-Class 320,Mumbai,2006,34000,Petrol,Manual,First,13.0,2987,210.0,5.0,1075000.0
Volkswagen Polo 1.5,Hyderabad,2015,73000,Diesel,Manual,First,20.14,1498,88.8,5.0,580000.0
Tata Indica GLS,Pune,2007,73000,Petrol,Manual,Second,15.3,1193,65.3,5.0,95000.0
Maruti 800 Std,Jaipur,2002,53500,Petrol,Manual,Second,16.1,796,37.0,4.0,63000.0
Jeep Compass 2.0,Kochi,2018,34000,Diesel,Manual,First,17.1,1956,170.0,5.0,1755000.0
Maruti Alto K10,Pune,2016,34000,Petrol,Manual,First,24.07,998,67.1,5.0,300000.0
Skoda Octavia Elegance,Bangalore,2013,50000,Diesel,Automatic,First,19.3,1968,141.0,5.0,1500000.0
Maruti Swift Dzire,Hyderabad,2016,34000,Diesel,Manual,First,26.59,1248,74.0,5.0,600000.0
Maruti Ciaz VDi,Mumbai,2016,38151,Diesel,Manual,First,28.09,1248,88.5,5.0,765000.0
Mercedes-Benz New C-Class,Jaipur,2009,73000,Diesel,Manual,Second,15.8,2148,170.0,5.0,850000.0
Ford Figo Diesel,Kolkata,2013,34000,Diesel,Manual,First,20.0,1399,68.0,5.0,225000.0
Toyota Corolla Altis,Delhi,2010,60000,Petrol,Automatic,Second,14.53,1798,138.1,5.0,465000.00000000006
Maruti SX4 S,Mumbai,2016,38000,Diesel,Manual,First,22.7,1598,118.0,5.0,785000.0
Ford Figo Petrol,Coimbatore,2011,51928,Petrol,Manual,First,15.6,1196,70.0,5.0,346000.0
Honda Jazz Exclusive,Mumbai,2018,34000,Petrol,Automatic,First,19.0,1199,88.7,5.0,825000.0
